cell_id,ndvi_dry,ndvi_wet,ndvi_seasonal_delta
0,0.13148276077272936,0.3788977595566217,0.24741499878389234
1,0.12561294443922175,0.26513502170522807,0.13952207726600632
2,0.13148788171300088,0.31964268853735717,0.18815480682435629
3,0.12887591405515134,0.33388685941763063,0.2050109453624793
4,0.1242367692062152,0.32022317219395113,0.19598640298773595
5,0.11089460859046195,0.32480579431809836,0.2139111857276364
6,0.12096329545716117,0.34941770147351975,0.22845440601635858
7,0.11443648569641485,0.3673896696153978,0.25295318391898297
8,0.12110598937747875,0.292297763687,0.17119177430952126
9,0.1295069227604468,0.2442834474870837,0.11477652472663688
10,0.1292222875508784,0.31633666534947286,0.18711437779859447
11,0.13094358843452558,0.3447761050938665,0.21383251665934094
12,0.12001592072328972,0.35956929194246334,0.23955337121917364
13,0.11956916925566775,0.30920115090351236,0.18963198164784462
14,0.12964941022674548,0.3065954826198155,0.17694607239307003
15,0.11646410702735205,0.33474245546968134,0.2182783484423293
16,0.11328959992110899,0.33195368638773004,0.21866408646662105
17,0.12015430894501976,0.26607258600754985,0.14591827706253008
18,0.135535496388473,0.3118045472157118,0.17626905082723882
19,0.13911679467184843,0.30236386275646554,0.16324706808461711
20,0.19553321209366117,0.19320587688497237,-0.002327335208688802
21,0.12720601529819395,0.31293277889119164,0.1857267635929977
22,0.1267116268673161,0.3358269482999797,0.20911532143266362
23,0.12637847810323344,0.37780905162608114,0.2514305735228477
24,0.13659578213801243,0.3631781939925414,0.226582411854529
25,0.14020241747520587,0.35235283049765403,0.21215041302244816
26,0.13303772846169745,0.3593872828047479,0.22634955434305046
27,0.12902182181611113,0.3601338662361484,0.23111204442003727
28,0.1305013005639874,0.3241120980578781,0.1936107974938907
29,0.11513894887663369,0.32987811275184825,0.21473916387521458
30,0.10989732081544712,0.3534873624319938,0.24359004161654668
31,0.11840107961335385,0.3589127462881609,0.24051166667480706
32,0.14657991086080635,0.32604482664674467,0.17946491578593832
33,0.17444464574970098,0.22165773137738468,0.0472130856276837
34,0.14875989837017622,0.22189736622597508,0.07313746785579886
35,0.12547477211408506,0.28631268228038403,0.16083791016629898
36,0.14806086514341057,0.3255792388414765,0.17751837369806592
37,0.14351388515788108,0.3595446270183726,0.2160307418604915
38,0.15769570865520158,0.35225871481392995,0.19456300615872837
39,0.1428962373590626,0.353395950143581,0.2104997127845184
40,0.1421953266079417,0.3094436198496034,0.16724829324166168
41,0.134698558050165,0.3184221578966963,0.1837235998465313
42,0.13730591689308053,0.35224294913640186,0.21493703224332134
43,0.16809179321352286,0.33769376867858525,0.1696019754650624
44,0.14339414427512778,0.3417808128778295,0.19838666860270174
45,0.11591553978839729,0.3446763278371296,0.2287607880487323
46,0.1357483502978306,0.3103546658543932,0.17460631555656259
47,0.1260091764615835,0.2729574498632206,0.14694827340163713
48,0.15795434726615604,0.2552596282796938,0.09730528101353775
49,0.15988368084095805,0.3136237944891619,0.15374011364820384
50,0.16464786103574283,0.26652118712050266,0.10187332608475982
51,0.16720365063421494,0.2920998748324687,0.12489622419825375
52,0.12849170820969816,0.3147540880782217,0.18626237986852354
53,0.1726584549232401,0.32543004549338383,0.15277159057014372
54,0.1644823816802363,0.34378780114295576,0.17930541946271947
55,0.16839941503826064,0.32124952869762013,0.1528501136593595
56,0.17065721464079925,0.31173289401103654,0.1410756793702373
57,0.15261919430901225,0.3048200380205852,0.15220084371157297
58,0.13637814892802264,0.2716448040068087,0.13526665507878605
59,0.16571438321595017,0.30699599572364944,0.14128161250769927
60,0.17642662979467635,0.2970456982093532,0.12061906841467687
61,0.15194257385065224,0.20179239340415442,0.04984981955350218
62,0.1386884232397813,0.2120676504200463,0.07337922718026499
63,0.14074988177434944,0.24616386709040136,0.10541398531605192
64,0.13833209270125543,0.2588130450592191,0.12048095235796366
65,0.12488331353679247,0.20406194500423533,0.07917863146744286
66,0.15104320096538323,0.09244281512210492,-0.05860038584327831
67,0.1936295744140367,0.19442599318135306,0.0007964187673163703
68,0.15921019732868333,0.18800216467931963,0.0287919673506363
69,0.1986785582171133,0.28938194864569966,0.09070339042858636
70,0.19266646364823767,0.2862090509185511,0.09354258727031342
71,0.1700473571236182,0.2951389718569658,0.1250916147333476
72,0.1920761654945154,0.3155743797984802,0.12349821430396479
73,0.1411740931852636,0.250882047362905,0.10970795417764137
74,0.1528528895629393,0.2571575173887557,0.1043046278258164
75,0.17055053786686408,0.3179316205997643,0.14738108273290024
76,0.16249183651858773,0.31058033483498915,0.14808849831640142
77,0.1369617078328831,0.2501155359806852,0.11315382814780209
78,0.1651080244346231,0.24401471639976846,0.07890669196514535
79,0.1649945072746395,0.21797133102523542,0.052976823750595925
80,0.16798543706836033,0.23053977810015525,0.06255434103179491
81,0.1408110543963496,0.2397097946840046,0.098898740287655
82,0.13191886894047672,0.16160110685643966,0.029682237915962945
83,0.1417596344097488,0.2239833111640201,0.08222367675427128
84,0.10222624844722766,0.13658230618492634,0.034356057737698675
85,0.09964193185289152,0.14609307077480768,0.04645113892191616
86,0.1517371541523646,0.22753582542434653,0.07579867127198192
87,0.1451728665688711,0.10116043191688187,-0.04401243465198923
88,0.14105996806707669,0.1604766694535472,0.019416701386470503
89,0.10014135117404366,0.17305945775317788,0.07291810657913422
90,0.17380316328748438,0.26613604894452925,0.09233288565704487
91,0.1928957380960484,0.3279045981180897,0.1350088600220413
92,0.18666576898111226,0.28538752490979097,0.09872175592867871
93,0.2132498345872582,0.29558519216426293,0.08233535757700472
94,0.2074618283411179,0.30851814448644865,0.10105631614533075
95,0.18512856346860504,0.30354840888764667,0.11841984541904163
96,0.12088375648774416,0.2013314877054357,0.08044773121769155
97,0.13884001230995224,0.24019436693556837,0.10135435462561612
98,0.1631555630153853,0.25376052663888504,0.09060496362349973
99,0.17831146454669441,0.24201479396353706,0.06370332941684265
100,0.16267329580761783,0.2600006755589933,0.09732737975137548
101,0.152432913422178,0.19438378467075693,0.041950871248578936
102,0.1482974920479825,0.18508581255651008,0.03678832050852757
103,0.14704437531776832,0.24341513225295874,0.09637075693519043
104,0.13395070695553035,0.22573941302681858,0.09178870607128822
105,0.13518812296642505,0.2471787378651242,0.11199061489869916
106,0.1402780030351486,0.21076699464073695,0.07048899160558836
107,0.1589240132937834,0.23305849728286387,0.07413448398908049
108,0.144233573829241,0.2139401359396125,0.06970656211037149
109,0.146061266012124,0.2590571812896741,0.1129959152775501
110,0.14211317413628025,0.17730190026660725,0.035188726130327
111,0.12344536196204665,0.10706712390682564,-0.01637823805522101
112,0.16370249564390424,0.3248223389908204,0.16111984334691618
113,0.1942282632385424,0.2995473809847205,0.10531911774617811
114,0.20523360990394746,0.2857547924183467,0.08052118251439927
115,0.14459697708026442,0.23437163551973317,0.08977465843946875
116,0.18828492314977352,0.27682020480716046,0.08853528165738694
117,0.17998067292703135,0.29978355780956645,0.1198028848825351
